Prof, Course, Course Number, Average, Term
CHEN C,CSCI,212,0,f2020
WANG C,CSCI,212,0,f2020
WANG C,CSCI,212,0,f2020
CHEN C,CSCI,212,0,f2020
WANG C,CSCI,212,0,f2020
TSE C,CSCI,212,3.026,f2021
LORD K,CSCI,212,2.465,f2021
LORD K,CSCI,212,2.233,f2021
LI Z,CSCI,212,0.0,f2021
PATEL N,CSCI,212,0.0,f2021
ZHAO Y,CSCI,212,0.0,f2021
ZHAO Y,CSCI,212,0.0,f2021
LI Z,CSCI,212,0.0,f2021
ZHAO Y,CSCI,212,0.0,f2021
PATEL N,CSCI,212,0.0,f2021
ZHAO Y,CSCI,212,0.0,f2021
TSE C,CSCI,212,2.7,f2022
LORD K,CSCI,212,2.22,f2022
LORD K,CSCI,212,2.12,f2022
LI Z,CSCI,212,0.0,f2022
ZHAI F,CSCI,212,0.0,f2022
LIM V,CSCI,212,0.0,f2022
PATEL N,CSCI,212,0.0,f2022
BACI N,CSCI,212,0.0,f2022
LI Z,CSCI,212,0.0,f2022
YUAN K,CSCI,212,0.0,f2022
LIM V,CSCI,212,0.0,f2022
ZHAI F,CSCI,212,0.0,f2022
PATEL N,CSCI,212,0.0,f2022
AKINLAR C,CSCI,212,2.562,f2023
GAO T,CSCI,212,2.562,f2023
PATEL N,CSCI,212,2.562,f2023
SVITAK J,CSCI,212,2.562,f2023
GAVVA S,CSCI,212,2.279,f2023
LORD K,CSCI,212,2.279,f2023
WOLF-SONKIN M,CSCI,212,2.279,f2023
XU X,CSCI,212,2.279,f2023
BACI N,CSCI,212,2.264,f2023
CAMPBELL A,CSCI,212,2.264,f2023
LORD K,CSCI,212,2.264,f2023
LOWY Z,CSCI,212,2.264,f2023
TAO X,CSCI,212,2.264,f2023
MENA J,CSCI,212,1.937,f2023
PATEL N,CSCI,212,1.937,f2023
STEINBERG O,CSCI,212,1.937,f2023
LOWY Z,CSCI,212,0.0,f2023
TAO X,CSCI,212,0.0,f2023
TAO X,CSCI,212,0.0,f2023
BACI N,CSCI,212,0.0,f2023
CAMPBELL A,CSCI,212,0.0,f2023
XU X,CSCI,212,0.0,f2023
WOLF-SONKIN M,CSCI,212,0.0,f2023
GAVVA S,CSCI,212,0.0,f2023
GAVVA S,CSCI,212,0.0,f2023
GAVVA S,CSCI,212,0.0,f2023
SVITAK J,CSCI,212,0.0,f2023
SVITAK J,CSCI,212,0.0,f2023
PATEL N,CSCI,212,0.0,f2023
GAO T,CSCI,212,0.0,f2023
MENA J,CSCI,212,0.0,f2023
PATEL N,CSCI,212,0.0,f2023
LORD K,CSCI,212,2.695890411,s2018
WU D,CSCI,212,0.0,s2018
NI X,CSCI,212,0.0,s2018
WU D,CSCI,212,0.0,s2018
NI X,CSCI,212,0.0,s2018
WU D,CSCI,212,0.0,s2018
CHEN C,CSCI,212,0.0,s2018
WANG C,CSCI,212,0.0,s2018
CHEN C,CSCI,212,0.0,s2018
MAHAVADI K,CSCI,212,2.773076923,s2018
MAHAVADI K,CSCI,212,0.0,s2018
ZHAO L,CSCI,212,0.0,s2018
ZHAO L,CSCI,212,0.0,s2018
ABREU A,CSCI,212,1.429411765,s2018
SONG K,CSCI,212,0.0,s2018
SONG K,CSCI,212,0.0,s2018
LORD K,CSCI,212,2.472297297,s2019
MAHAVADI K,CSCI,212,1.985526316,s2019
ABREU A,CSCI,212,1.363333333,s2019
ZHANG X,CSCI,212,0,s2019
MANCHENO A,CSCI,212,0,s2019
MANCHENO A,CSCI,212,0,s2019
WANG C,CSCI,212,0,s2019
WANG C,CSCI,212,0,s2019
WANG C,CSCI,212,0,s2019
MANCHENO A,CSCI,212,0,s2019
WHITE M,CSCI,212,0,s2019
WHITE M,CSCI,212,0,s2019
NEMOTO K,CSCI,212,0,s2019
WHITE M,CSCI,212,0,s2019
COLON C,CSCI,212,0,s2019
COLON C,CSCI,212,0,s2019
LORD K,CSCI,212,3.259433962,s2020
WANG R,CSCI,212,3.227272727,s2020
LORD K,CSCI,212,3.190816327,s2020
WANG C,CSCI,212,0,s2020
WANG C,CSCI,212,0,s2020
KIM S,CSCI,212,0,s2020
ZHENG H,CSCI,212,0,s2020
KIM S,CSCI,212,0,s2020
MAGOULIS M,CSCI,212,0,s2020
WANG C,CSCI,212,0,s2020
ZHENG H,CSCI,212,0,s2020
WANG C,CSCI,212,0,s2020
KIM S,CSCI,212,0,s2020
KIM S,CSCI,212,0,s2020
ZHENG H,CSCI,212,0,s2020
WANG R,CSCI,212,0,s2020
LORD K,CSCI,212,2.546610169,s2021
TSE C,CSCI,212,2.320588235,s2021
LORD K,CSCI,212,2.251578947,s2021
FLUTURE S,CSCI,212,0.0,s2021
WANG C,CSCI,212,0.0,s2021
WANG C,CSCI,212,0.0,s2021
CHEN C,CSCI,212,0.0,s2021
CHEN C,CSCI,212,0.0,s2021
